fiches_nr,libéllé(s),illustration(s),localisation,inscription,catégorie(s),état,notice
63072-INV-0006-02,Église paroissiale (église notre-dame et saint-remacle),N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0006-02/63072-INV-0006-02-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0006-02/63072-INV-0006-02-PHOT-02-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0006-02/63072-INV-0006-02-PHOT-03-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0006-02/63072-INV-0006-02-PHOT-04-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0006-02/63072-INV-0006-02-PHOT-05-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0006-02/63072-INV-0006-02-PHOT-06-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0006-02/63072-INV-0006-02-PHOT-07-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0006-02/63072-INV-0006-02-PHOT-08-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0006-02/63072-INV-0006-02-PHOT-09-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0006-02/63072-INV-0006-02-PHOT-10-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0006-02/63072-INV-0006-02-PHOT-11-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0006-02/63072-INV-0006-02-PHOT-12-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0006-02/63072-INV-0006-02-PHOT-13-01.jpg___,"Adresse principale : Rue Xhrouet 2, SPA (Spa)",Bien inscrit comme : Monument,Philosophique,État à la date de la prospection : Bon,"Construit à l'emplacement d'une église de la première moitié du 18e siècle remplaçant elle-même une autre du 16e siècle, sanctuaire bâti de 1883 à 1886 sur les plans de l'architecte Eugène Carpentier, de Beloeil. Vaste édifice en calcaire, de style néo-roman rhénan, comptant trois nefs précédées de deux tours carrées coiffées de flèches à huit pans. Lanterne de plan octogonal à la croisée du transept. Choeur oriental et bras du transept terminés par des absides semi-circulaires.
À l'intérieur, autels, chaire de vérité, confessionnaux, stalles et ancien banc de communion, de style néo-roman, dessinés par l'architecte C. Sonneville successeur d'Eugène Carpentier et en partie réalisés par le sculpteur Pierre Peeters d'Anvers à la fin du 19e siècle.

BD et FDC (actualisation IPM)

Bibliographie

GOUDERS A., 1976. Canton de Spa, Bruxelles (Répertoire photographique du mobilier des sanctuaires de Belgique), p. 22-24."
63072-INV-0007-01,Aucun libellé renseigné,N/A,"Adresse principale : Boulevard des Anglais 30, SPA (Spa)",N/A,N/A,N/A,"N°30. Construction élevée au 3e qu. du XVIIIe s. et occupée alors par un hôtel connu sous le nom ""Au Duc de Bedford"". Double corps en briques et calcaire, de trois niveaux de hauteur dégressive et cinq travées. Façade limitée par des refends. Large porte d'entrée à linteau droit sous corniche profilée. Baies à linteau et appui moulurés. Piédroits à crossettes. Baies des deux étages pourvues d'élégants accoudoirs en fer forgé, ornés de motifs de feuillage et de rangs de grecques. Toiture d'ardoises à la Mansart percée de trois lucarnes à fronton triangulaire (fig. 1148). M.M."
63072-INV-0007-02,Habitation (au mouton d'or),N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0007-02/63072-INV-0007-02-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0007-02/63072-INV-0007-02-PHOT-02-01.jpg___,"Adresse principale : Boulevard des Anglais 10, SPA (Spa)",Bien inscrit comme : Monument,"Domestique, Economique",État à la date de la prospection : Bon,"Parallèle et mitoyenne, maison de style néo-classique, autrefois à l'enseigne ""Au Mouton d'Or"", probablement édifiée à la fin du 18e siècle, faisant partie d'un ensemble de maisons du boulevard des Anglais occupées à partir de 1837 par l'Hôtel Palais Saint-James. Double corps en briques et calcaire, de trois niveaux de hauteur dégressive et cinq travées, éclairé par des baies à linteau droit, appui ourlé à crossettes et piedroits également à crossettes. Aux étages, élégants gardes-corps en ferronnerie. Façade limitée par des refends et couronnée par un bandeau plat sous la corniche moulurée. Dans l'axe, large porte d'entrée à linteau droit couronné par une corniche profilée. Toit brisé d'ardoises percé de trois lucarnes à fronton triangulaire.

BD 

Bibliographie

JOSEPH M., 2005. Douces nuits. Les enseignes hôtelières à Spa, Spa, Éditions du Musée de la Ville d'Eaux, p. 92-93."
63072-INV-0008-01,Aucun libellé renseigné,N/A,"Adresse principale : Boulevard des Anglais 32, SPA (Spa)",N/A,N/A,N/A,"N°32 Construction de la 2e moit. du en briques et calcaire, comptant trois niveaux et trois travées. Refends limitant la façade à dr. Porte à baie d'imposte. Traverse et piédroits moulurés. Baies à linteau bombé et clé passante terminée par une baguette. Aménagement d'une porte-fenêtre accédant à un balcon au 1er étage. Corniche, toiture et lucarne récentes (fig. 1148). M.M."
63072-INV-0008-02,Habitation (au duc de bedford),N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0008-02/63072-INV-0008-02-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0008-02/63072-INV-0008-02-PHOT-02-01.jpg___,"Adresse principale : Boulevard des Anglais 12, SPA (Spa)",Bien inscrit comme : Monument,"Domestique, Economique",État à la date de la prospection : Bon,"Parallèle et mitoyenne, maison de style classique édifiée vers 1770, autrefois à l'enseigne ""Au Duc de Bedford"", faisant partie d'un ensemble de maisons du boulevard des Anglais occupées dès 1837 par l'Hôtel Palais Saint-James. Construction en briques et calcaire, de trois niveaux de hauteur dégressive et trois travées, éclairée par des baies à linteau bombé et clé passante ourlée. Façade limitée par des refends. À la travée centrale du premier niveau, baies transformée en porte fenêtre au 19e siècle, ouvrant sur un petit balcon en ferronnerie.

BD

Bibliographie

JOSEPH M., 2005. Douces nuits. Les enseignes hôtelières à Spa, Spa, Éditions du Musée de la Ville d'Eaux, p. 92-93."
63072-INV-0009-01,Aucun libellé renseigné,N/A,"Adresse principale : Avenue Reine Astrid 33, SPA (Spa)",N/A,N/A,N/A,"N°33. Limitée par des chaînes à refends, façade en briques et calcaire de la 2e moit. du XVIIIe s. Rez-de-chaussée. réaménagé à des fins commerciales. Double corps de trois niveaux de cinq travées, celle du milieu, légèrement en ressaut, également cantonnée de refends. Baies de hauteur dégressive à linteau bombé et clé, jadis protégées par des contrevents. Accoudoirs en ferronnerie. Bâtière de tuiles à coyaux percée d'une lucarne à fronton triangulaire au-dessus de chaque travée. M.M. [1882]
"
63072-INV-0009-02,Habitation (hôtel belle-vue),N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0009-02/63072-INV-0009-02-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0009-02/63072-INV-0009-02-PHOT-02-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0009-02/63072-INV-0009-02-PHOT-03-01.jpg___,"Adresse principale : Avenue Reine Astrid 33, SPA (Spa)",Bien inscrit comme : Monument,"Domestique, Economique",État à la date de la prospection : Bon,"Aujourd'hui encadré par deux immeubles à appartements, l'ancien Grand Hôtel Belle Vue est une construction de style classique édifiée en 1767 pour Lambert Xhrouet, un des exploitants du premier casino de Spa, la Redoute. Transformé à plusieurs reprises dans le courant du 20e siècle, l'établissement devient le Park Hôtel en 1950 et ferme définitivement ses portes en 1980. 
Présentant à l'origine une large façade blanchie de huit travées, l'immeuble est amputé de ses trois travées de gauche probablement dans les années 1970 lors de la construction du building voisin. Limitée par des pilastres à refends en calcaire, la bâtisse présente une façade en briques et calcaire de cinq travées dont la travée axiale en léger ressaut est également cantonnée de refends. Les deux étages sont percés de baies de hauteur dégressive à linteau bombé et clé passante, jadis protégées par des contrevents. Gardes-corps en fer forgé. Le rez-de-chaussée, réaménagé à des fins commerciales, comprend deux grandes vitrines de part et d'autre d'une entrée axiale donnant accès aux appartement des étages. Le toit brisé, primitivement à deux versants, est percé de lucarnes à fronton triangulaire dans le prolongement de chaque travée.

BD 

Bibliographie

PIRONET L., 1990. Bons baisers de Spa ou l'hôtellerie spadoise dans les cartes postales anciennes (suite), Histoire et archéologie spadoises, Spa, Villa royale Marie-Henriette, 61,  p. 16-17.

JOSEPH M., 2005. Douces nuits. Les enseignes hôtelières à Spa, Spa, p. 26-28."
63072-INV-0010-01,Aucun libellé renseigné,N/A,"Adresse principale : Avenue Reine Astrid 250, SPA (Spa)",N/A,N/A,N/A,"N°250. En retrait au fond d'un parc aujourd'hui occupé par des bâtiments récents, belle maison de la 2e moit. du XVIIIe s., en briques blanchies et calcaire sous bâtière d'ardoises à larges croupes. Bâtiment en double corps, de deux niveaux sur sept travées, élevé sur une assise de calcaire réglée. Harpes d'angle en calcaire, celle de l'angle N-O. constituée de pierres sans doute de remploi, du XVIIe s., à l'exception des deux éléments supérieurs. Travée centrale en léger ressaut, couronnée par un petit fronton triangulaire percé d'un oculus. Corniche de calcaire sur bandeau plat. Porte et baies à linteau droit. Vitrage à petits-bois en façade principale, au N. Contrevents ôtés.
Façade arrière entièrement remaniée et cimentée ainsi que le pignon O. partiellement masqué par une annexe récente et éclairé d'une baie de remploi. Pignon E. curieusement percé de deux niveaux de quatre baies resserrées (fig. 1150). M.M.-H.O."
63072-INV-0010-02,Dépendance,N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0010-02/63072-INV-0010-02-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0010-02/63072-INV-0010-02-PHOT-02-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0010-02/63072-INV-0010-02-PHOT-03-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0010-02/63072-INV-0010-02-PHOT-04-01.jpg___,"Adresse principale : Avenue Reine Astrid 250, SPA (Spa)",Bien inscrit comme : Monument,"Domestique, Public",État à la date de la prospection : Bon,"En retrait au fond d'un parc aujourd'hui occupé par des bâtiments récents, ancienne dépendance d'un bâtiment édifié en 1782, d'après des plans de Jacques-Barthélemy Renoz, par les États du Pays de Liège pour la perception des droits de barrière. Le domaine est acquis en 1809 par William Cockerill. Ce dernier loge dans la dépendance ses maîtres ouvriers afin de les former au maniement de machines hydrauliques actionnées par l'eau d'un bief alimenté par le Wayai. Transformé en château, la résidence principale passe à différents propriétaires avant d'être démolie en 1941. 
L'ancienne dépendance est édifiée en briques blanchies et calcaire et coiffée d'un toit brisé à croupes d'ardoises. Bâtiment en double corps, de deux niveaux sur sept travées, élevé sur une assise de calcaire réglée. Harpes d'angle en calcaire, celle de l'angle nord-ouest constituée de pierres sans doute de remploi, du 17e siècle, à l'exception des deux éléments supérieurs. Travée centrale en léger ressaut, couronnée par un petit fronton triangulaire percé d'un oculus. Corniche de calcaire sur bandeau plat. Porte et baies à linteau droit, pour certains remplacés. Vitrage à petits-bois en façade principale, au nord. 
Façade arrière entièrement remaniée et cimentée ainsi que le pignon droit partiellement masqué par une annexe récente, éclairé d'une baie de remploi et accessicle par une porte récente. Pignon gauche percé de deux niveaux de baies de même type.

BD et FDC (actualisation IPM)

Bibliographie

PIRONET L., 1981. Architecture thermale. Les résidences et villas de Spa (suite), Histoire et Archéologie spadoises, 25, p. 5-6 et 8."
63072-INV-0011-01,Aucun libellé renseigné,N/A,"Adresse principale : Rue de Barisart, SPA (Spa)",N/A,N/A,N/A,"Source de Barisart. A mi-chemin entre le Pouhon Pierre-le-Grand et la Géronstrère. La plus faiblement gazeuse et la moins sulfureuse. Bien que déjà connue au XVIe s., le captage eut lieu pour la première fois en 1852, dans une cuve en fonte protégée par une grotte artificielle encore en place. M.M"
63072-INV-0011-02,Pavillon de source - restaurant (source de barisart),N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0011-02/63072-INV-0011-02-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0011-02/63072-INV-0011-02-PHOT-02-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0011-02/63072-INV-0011-02-PHOT-03-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0011-02/63072-INV-0011-02-PHOT-04-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0011-02/63072-INV-0011-02-PHOT-05-01.jpg___,"Adresse principale : Rue de Barisart 295, SPA (Spa)",Bien inscrit comme : Monument,"Economique, Public",État à la date de la prospection : Bon,"En retrait dans un vaste parc arboré ouvert auquel elle s'intègre harmonieusement, intéressante construction de style contemporain édifiée en 1972 d'après des plans de l'architecte Geenen pour accueillir un restaurant et la source de Barisart. Entouré de bois, à proximité du ruisseau de Barisart, bâtiment en moellons de grès de Waimes coiffé d'un long toit à deux versants d'ardoises, celui de droite se prolongeant en appentis et abritant en contrebas la source de Barisart. Partie centrale largement vitrée conférant une certaine transparence à l'ensemble et permettant de ce fait une meilleure intégration du bâtiment dans son écrin de verdure. Déjà citée en 1559 dans un traité de Gilbert Limborh, la source de Barisart a donné son nom à l'eau gazeuse commercialisée par Spa Monopole en raison de la proximité du lieu de captage.

BD


Bibliographie

Site internet: http://www.sparealites.be/barisart"
63072-INV-0012-01,Aucun libellé renseigné,N/A,"Adresse principale : Rue de la Chapelle, SPA (Spa)",N/A,N/A,N/A,"Chapelle votive Thomas Leloup. A l'angle de la rue A. Body, construction de plan carré bâtie en 1672 et remaniée. Maçonnerie de moellons de grès. Harpes de calcaire en besace aux angles. Pavillon d'ardoises à coyaux. Inscription sur la façade: ""Thomas Leloup Bourgeois de Spa, 1672 "".
M.M. [1883]"
63072-INV-0012-02,Chapelle (chapelle leloup),N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0012-02/63072-INV-0012-02-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0012-02/63072-INV-0012-02-PHOT-02-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0012-02/63072-INV-0012-02-PHOT-03-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0012-02/63072-INV-0012-02-PHOT-04-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0012-02/63072-INV-0012-02-PHOT-05-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0012-02/63072-INV-0012-02-PHOT-06-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0012-02/63072-INV-0012-02-PHOT-07-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0012-02/63072-INV-0012-02-PHOT-08-01.jpg___,"Adresse principale : Rue de la Chapelle 2 (avant), SPA (Spa)",Bien inscrit comme : Monument,Philosophique,État à la date de la prospection : Bon,"En surplomb, à l'angle de la rue Albin Body, intéressante chapelle édifiée en 1672 à la demande de Thomas Leloup. Précédée de neufs marches et clôturée par un muret de calcaire et des grilles en fer forgé de style néo-gothique, construction de plan carré en moellons de grès, briques et calcaire aux angles renforcés de harpes de calcaire. Pavillon d'ardoises à coyaux. Inscription sur la façade: ""Thomas Leloup Bourgeois de Spa, 1672 "".

BD

Bibliographie

BOUCHOMS A., s.d. Les lieux de culte à Spa, Spa, Centre culturel de Spa.

BOUCHOMS A. (coord.), 2003, De Villas en Châteaux par Avenues et Boulevards, Spa (Connaître Spa,7), p. 66."
63072-INV-0013-01,Aucun libellé renseigné,N/A,"Adresse principale : Rue Dagly 2, SPA (Spa)",N/A,N/A,N/A,"N°2. Façade comparable à celle du n° 4: même époque de construction (2e moit. du XVIIIe s.), mêmes matériaux, percements semblables à linteau bombé dont seuils et clés sont moulurés. Ici, soubassement limité par un cordon mouluré actuellement interrompu par de larges vitrines. Porte précédée d'un emmarchement à degrés convexes. Belle imposte sculptée de motifs décoratifs. Menuiserie récente.
M.M. [1884]"
63072-INV-0013-02,Habitation (hôtel de suède),N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0013-02/63072-INV-0013-02-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0013-02/63072-INV-0013-02-PHOT-02-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0013-02/63072-INV-0013-02-PHOT-03-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0013-02/63072-INV-0013-02-PHOT-04-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0013-02/63072-INV-0013-02-PHOT-05-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0013-02/63072-INV-0013-02-PHOT-06-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0013-02/63072-INV-0013-02-PHOT-07-01.jpg___,"Adresse principale : Rue Dagly 2, SPA (Spa)",Bien inscrit comme : Monument,"Domestique, Economique",État à la date de la prospection : Bon,"À l'angle de la place Pierre le Grand et mitoyenne, l'ancien hôtel de Suède est une intéressante construction de style classique édifiée entre 1770 et 1780 et partiellement remaniée aux siècles suivants. Bâtiment en briques peintes en jaune pâle et calcaire présentant vers la rue Dagly une façade de cinq travées sur trois niveaux percée de baies à linteau bombé, dont les appuis et les clés sont ourlés. Haut soubassement de calcaire couronné par un cordon mouluré, actuellement interrompu par de larges vitrines et un soubassement récent. Porte axiale précédée de deux degrés rectangulaires aux angles arrondis; belle imposte sculptée de motifs décoratifs symétriques. 
Vers la place Pierre le Grand, haute façade-pignon percée de baies de même type. Travée centrale en léger ressaut, transformée dans le même style au 19e siècle, accessible par une large entrée en plein cintre encadrée de vitrines récentes et surmontée d'une porte-fenêtre ouvrant sur un balcon à garde-corps en fer forgé.

BD

Bibliographie

TOUSSAINT J., 2006. À propos de la façade arrière de l'Hôtel de Suède, Histoire et archéologie spadoises, Spa, Villa royale Marie-Henriette, 128,  p. 187-192."
63072-INV-0014-01,Aucun libellé renseigné,N/A,"Adresse principale : Rue Dagly 4, SPA (Spa)",N/A,N/A,N/A,"N°4. Jadis ""Hôtel d'Autriche"", puis auberge sous l'enseigne ""Au Duc de Brabant"". De la 2e moit. du XVIIIe s., haute façade de trois niveaux et quatre travées, dont le r.d.ch. a été transformé à des fins commerciales. Briques et calcaire, soubassement de grand appareil calcaire, chaîne d'angle à refends à g. Entrée de ce côté par une belle porte à encadrement calcaire mouluré, précédée de deux marches. Au vantail, décor sculpté de style rocaille : feuille d'acanthe, coquille. Baie d'imposte cintrée à clé, ornée de petits-bois formant les initiales E,D et J. Baies à linteau bombé et clé moulurée comme l'appui. Corniche de calcaire et de bois sous toiture à la Mansart (fig. 1151). M.M.
"
63072-INV-0014-02,Hôtel de voyageurs (hôtel d'autriche),N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0014-02/63072-INV-0014-02-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0014-02/63072-INV-0014-02-PHOT-02-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0014-02/63072-INV-0014-02-PHOT-03-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0014-02/63072-INV-0014-02-PHOT-04-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0014-02/63072-INV-0014-02-PHOT-05-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0014-02/63072-INV-0014-02-PHOT-06-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0014-02/63072-INV-0014-02-PHOT-07-01.jpg___,"Adresse principale : Rue Dagly 4-6 (pairs), SPA (Spa)",Bien inscrit comme : Monument,"Domestique, Economique",État à la date de la prospection : Bon,"Parallèle et mitoyenne, intéressante construction de style classique édifiée dans la seconde moitié du 18e siècle et partiellement transformée aux siècles suivants. Occupé à l'origine par l'""Hôtel d'Autriche"", puis par une auberge sous l'enseigne ""Au Duc de Brabant"", le bâtiment en briques et calcaire présente une haute façade de trois niveaux et quatre travées, dont le rez-de-chaussée a été transformé à des fins commerciales. Façade limitée par des harpes d'angle à refends. À gauche, porte d'entrée pourvue d'une belle porte à encadrement de calcaire mouluré, précédée de deux marches bordées de murets d'échiffre; vantail rehaussé d'un décor sculpté de style rocaille à  feuille d'acanthe et coquille. Baie d'imposte à arc surbaissé à clé, ornée de petits-bois formant les initiales E,D et J entrelacées. Autres baies à linteau bombé et clé moulurée comme l'appui. Corniche de calcaire en cavet et de bois sous le toit brisé d'ardoises.

BD


Bibliographie

JOSEPH M., 2005. Douces nuits. Les enseignes hôtelières à Spa, Spa, p. 18."
63072-INV-0015-01,Aucun libellé renseigné,N/A,"Adresse principale : Rue Delhasse 30, SPA (Spa)",N/A,N/A,N/A,"N°30. ""Au chapeau de roses"" puis ""Hôtel d'Irlande"" à partir de 1771. Edifice reconstruit en briques et calcaire vers 1769 et aujourd'hui inoccupé. Très particulier, plan développé en deux parties. A g., façade de trois niveaux de trois travées, limitée par des angles arrondis et percée uniquement de baies. A dr., en léger retrait et oblique, seconde partie, comptant deux travées abritant l'entrée. R.d.ch. et travée de
dr. de cette partie appareillés à refends. Pignon g. aveugle. Epais cordon mouluré entre chaque étage. Baies de hauteur dégressive à linteau bombé et clé passante, profilée. Fine moulure soulignant les bords de l'encadrement. Accoudoir en fer forgé différent à chaque baie. Trois de celles du r.d.ch. ayant conservé des persiennes. Balcon ajouté au XIXe s. à la baie centrale dans la partie g., puis ôté. Percée à dr., large porte en anse de panier sous une baie qui offrait jadis, dans son accoudoir, un panneau sur lequel était inscrit le nom de l'hôtel. Toiture d'éternit à la Mansart percée de trois lucarnes à fronton triangulaire (fig. 1152). M.M."
63072-INV-0015-02,Hôtel de voyageurs (au chapeau de roses),N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0015-02/63072-INV-0015-02-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0015-02/63072-INV-0015-02-PHOT-02-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0015-02/63072-INV-0015-02-PHOT-03-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0015-02/63072-INV-0015-02-PHOT-04-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0015-02/63072-INV-0015-02-PHOT-05-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0015-02/63072-INV-0015-02-PHOT-06-01.jpg___,"Adresse principale : Rue Delhasse 30, SPA (Spa)",Bien inscrit comme : Monument,"Domestique, Economique",État à la date de la prospection : Bon,"Épousant la courbure de la rue, imposante construction de style classique édifiée en 1769 pour abriter un premier hôtel dénommé ""Au chapeau de roses"", puis occupé par l'""Hôtel d'Irlande"" à partir de 1771. Édifice construit en briques peintes en jaune et calcaire, présentant une façade développée en deux parties. La partie de gauche, de trois niveaux sur trois travées, est limitée par des angles arrondis et percée de baies à linteau bombé à clé passante et appuis ourlés; fine moulure soulignant l'encadrement des baies et gardes-corps en fer forgé différents à chaque baie. La partie de droite, en léger retrait et oblique, compte deux travées, celle de gauche abritant l'entrée. Rez-de-chaussée et travée de droite, de cette partie, appareillés à refends. Pignon gauche aveugle. Épais cordon mouluré entre chaque étage. Toit brisé à égout retroussé et croupes d'ardoises percé de trois lucarnes à fronton triangulaire au brisis. 
En retrait, à gauche de ce bâtiment principal, partie plus ancienne en pan de bois et briques, conservant les traces d'un ancien portail à encadrement de calcaire. Cette construction est un des rares vestiges encore visible de l'architecture en pan de bois présente à Spa avant l'incendie de 1807.

BD

Bibliographie

JOSEPH M., 2005. Douces nuits. Les enseignes hôtelières à Spa, Spa, Éditions du Musée de la Ville d'Eaux, p. 68.

JACOB G.-E., 1983. Rues et promenades de Spa. Pages d'histoire locale, Bruxelles, Éditions Culture et Civilisations, p. 122-123."
